use_tms,disp_rtm_s,asset_nm_new
1305,6060,형제라면
5298,6060,형제라면
159,5340,신랑수업
908,5340,신랑수업
917,2880,생로병사의비밀
4819,4860,홍김동전
947,4860,홍김동전
5520,5520,나혼자산다
4680,4680,신상출시편스토랑
130,5640,1박2일시즌4
2392,5640,1박2일시즌4
368,5640,구해줘!홈즈
616,5640,구해줘!홈즈
807,5640,구해줘!홈즈
626,5640,구해줘!홈즈
479,5640,구해줘!홈즈
674,5640,구해줘!홈즈
565,5640,구해줘!홈즈
3246,4680,속풀이쇼동치미
2854,5580,구해줘!홈즈
1025,5580,구해줘!홈즈
1168,5580,구해줘!홈즈
1186,5340,전지적참견시점
264,5340,전지적참견시점
1565,5340,전지적참견시점
85,5340,전지적참견시점
1091,5340,전지적참견시점
4695,6840,미스터로또
2030,4440,골때리는그녀들
2756,4440,골때리는그녀들
4440,4440,골때리는그녀들
2601,3900,심야괴담회
3353,3900,심야괴담회
3900,3900,심야괴담회
1071,3900,심야괴담회
3900,3900,심야괴담회
3375,6240,골때리는그녀들
6240,6240,골때리는그녀들
1451,6240,골때리는그녀들
1270,4680,속풀이쇼동치미
4680,4680,속풀이쇼동치미
1486,6300,불타는장미단
1499,6300,불타는장미단
833,6300,불타는장미단
3996,6300,불타는장미단
5018,6300,불타는장미단
769,5280,런닝맨
3120,3120,궁금한이야기Y
2330,3120,궁금한이야기Y
3840,3840,심야괴담회
2439,5100,황금어장-라디오스타
2736,5100,황금어장-라디오스타
5580,5580,동상이몽2-너는내운명
4517,5580,동상이몽2-너는내운명
3640,4740,신상출시편스토랑
1491,4680,신상출시편스토랑
3770,4680,신상출시편스토랑
4920,4920,속풀이쇼동치미
5460,5460,형제라면
4680,4680,신상출시편스토랑
3060,3060,세컨하우스2
3967,5820,1박2일시즌4
1920,5820,1박2일시즌4
320,5580,런닝맨
2713,5280,런닝맨
5271,5280,런닝맨
4620,4620,신상출시편스토랑
3780,3780,홍김동전
3110,4860,황금어장-라디오스타
4860,4860,황금어장-라디오스타
746,3960,TV동물농장
5580,5580,런닝맨
5072,5580,런닝맨
2471,5580,런닝맨
5580,5580,런닝맨
4011,5580,런닝맨
900,5580,런닝맨
5580,5580,런닝맨
700,5580,런닝맨
484,5580,런닝맨
716,5580,런닝맨
3323,5580,런닝맨
1039,5580,런닝맨
1346,5580,런닝맨
1983,5580,런닝맨
3550,7320,불타는장미단
522,7320,불타는장미단
1069,7320,불타는장미단
8280,8280,최강야구
3190,7020,유퀴즈온더블럭
363,7020,유퀴즈온더블럭
459,5580,런닝맨
3264,5580,런닝맨
2756,5580,런닝맨
4222,5580,런닝맨
5580,5580,런닝맨
5381,5580,런닝맨
3235,5580,런닝맨
968,5580,런닝맨
73,5580,런닝맨
2799,5580,런닝맨
3520,3840,심야괴담회
3571,4740,신상출시편스토랑
1740,1740,장미꽃필무렵
1740,1740,장미꽃필무렵
1740,1740,장미꽃필무렵
4525,5520,1박2일시즌4
1838,5520,1박2일시즌4
1904,4620,신상출시편스토랑
3065,4620,신상출시편스토랑
3600,3600,고기서만나
4341,4680,신상출시편스토랑
2520,3420,세상에이런일이
6360,6360,형제라면
3120,3120,궁금한이야기Y
401,5220,태어난김에세계일주2
3765,4680,신상출시편스토랑
3120,3120,세컨하우스2
3120,3120,세컨하우스2
1151,4440,뮤직뱅크
1072,4440,뮤직뱅크
3515,3780,심야괴담회
3780,3780,심야괴담회
115,3780,심야괴담회
479,3780,심야괴담회
757,3780,심야괴담회
3780,3780,심야괴담회
3740,3780,TV동물농장
4459,5940,형제라면
2350,5940,형제라면
4200,4200,신발벗고돌싱포맨
4200,4200,신발벗고돌싱포맨
4200,4200,신발벗고돌싱포맨
4095,4200,신발벗고돌싱포맨
132,4200,신발벗고돌싱포맨
2669,4500,안싸우면다행이야
2185,7320,미스터트롯2
5580,5580,런닝맨
1716,5580,런닝맨
5091,5580,런닝맨
547,5580,런닝맨
3892,5580,런닝맨
5580,5580,런닝맨
3720,3720,심야괴담회
3420,3420,세상에이런일이
420,7380,불타는트롯맨갈라콘서트
3037,7380,불타는트롯맨갈라콘서트
1987,7380,불타는트롯맨갈라콘서트
2820,2820,생로병사의비밀
3835,4800,속풀이쇼동치미
4060,5400,신랑수업
1485,3780,TV동물농장
642,5520,런닝맨
4740,4740,신상출시편스토랑
7260,7260,최강야구
3720,3720,뭉쳐야뜬다
475,3840,TV동물농장
119,5460,나혼자산다
3900,3900,홍김동전외전
2040,2040,장미꽃필무렵
1596,2040,장미꽃필무렵
2040,2040,장미꽃필무렵
660,2040,장미꽃필무렵
4080,4080,회장님네사람들
2732,5940,신랑수업
7860,7860,화요일은밤이좋아
4140,4200,신발벗고돌싱포맨
316,5640,구해줘!홈즈
179,5640,구해줘!홈즈
663,5640,구해줘!홈즈
2992,5640,구해줘!홈즈
2410,7560,불타는장미단
666,7560,불타는장미단
3650,7560,불타는장미단
90,7560,불타는장미단
5270,7560,불타는장미단
81,7560,불타는장미단
1465,7260,불타는장미단
1110,3900,살림하는남자들2
2786,5040,걸어서환장속으로
1107,5040,뭉뜬리턴즈
440,5400,신랑수업
596,4320,홍김동전
711,5580,구해줘!홈즈
2816,5580,구해줘!홈즈
975,5580,구해줘!홈즈
445,5580,구해줘!홈즈
3180,3180,세컨하우스2
3660,3660,개는훌륭하다
2540,3660,개는훌륭하다
1369,3660,개는훌륭하다
2239,3660,개는훌륭하다
5285,6060,미운우리새끼
4263,6060,미운우리새끼
2083,6060,미운우리새끼
86,6060,미운우리새끼
3816,6060,미운우리새끼
2507,5160,런닝맨
2433,4320,놀면뭐하니?
3226,4680,속풀이쇼동치미
1253,4680,속풀이쇼동치미
715,5220,태어난김에세계일주2
2460,3840,TV동물농장
282,4860,전지적참견시점
2572,4620,신상출시편스토랑
479,4620,신상출시편스토랑
2931,5580,조선의사랑꾼
1534,4140,와이낫크루-뜻밖의여행
5640,5640,강심장리그
4706,5640,골때리는그녀들
5640,5640,골때리는그녀들
296,5520,조선의사랑꾼
261,4680,물건너온아빠들
254,4680,물건너온아빠들
4212,4620,놀면뭐하니?
4620,4620,놀면뭐하니?
2686,4620,놀면뭐하니?
1498,5460,골때리는그녀들
4980,5460,골때리는그녀들
3727,5460,골때리는그녀들
7380,7380,화요일은밤이좋아
5580,5580,런닝맨
5580,5580,런닝맨
5580,5580,런닝맨
2178,5580,런닝맨
1392,5580,런닝맨
2120,5580,런닝맨
1726,5280,가요무대
4620,4620,신상출시편스토랑
143,5520,더시즌즈-박재범의드라이브
4680,4680,신상출시편스토랑
1351,3480,세상에이런일이
3960,3960,심야괴담회
4980,4980,속풀이쇼동치미
3230,3780,TV동물농장
617,3780,TV동물농장
4306,5400,구해줘!홈즈
1479,5100,고딩엄빠3
4851,5160,고딩엄빠3
1575,4620,신상출시편스토랑
4620,4620,신상출시편스토랑
5220,5220,2억9천:결혼전쟁
2574,5520,런닝맨
3494,5520,런닝맨
2204,5520,런닝맨
5520,5520,런닝맨
5520,5520,런닝맨
3250,5520,런닝맨
5520,5520,런닝맨
1070,5520,런닝맨
982,5580,나혼자산다
2678,5580,나혼자산다
3921,5460,골때리는그녀들
1085,5460,골때리는그녀들
4798,5460,골때리는그녀들
5387,5460,골때리는그녀들
4140,4140,놀면뭐하니?
4140,4140,놀면뭐하니?
4680,4680,속풀이쇼동치미
507,5580,구해줘!홈즈
4800,4800,속풀이쇼동치미
1806,3780,TV동물농장
2470,6540,손대면핫플-동네멋집
3709,6540,손대면핫플-동네멋집
966,6540,손대면핫플-동네멋집
2592,3900,TV동물농장
2420,3900,TV동물농장
3531,3900,TV동물농장
4800,4800,속풀이쇼동치미
7320,7320,화요일은밤이좋아
2310,5400,조선의사랑꾼
1275,4680,신상출시편스토랑
1581,4680,신상출시편스토랑
2168,4680,신상출시편스토랑
6420,6420,쇼퀸
1411,4980,뭉뜬리턴즈
5640,5640,동상이몽2-너는내운명
5229,5640,동상이몽2-너는내운명
1949,5640,동상이몽2-너는내운명
3375,4260,신랑수업
839,4260,신랑수업
3368,3900,심야괴담회
3900,3900,심야괴담회
1600,3900,심야괴담회
5580,5580,나혼자산다
2695,5580,나혼자산다
2118,5580,나혼자산다
1922,5580,나혼자산다
443,5580,나혼자산다
3840,3840,TV동물농장
1265,3840,TV동물농장
683,3840,TV동물농장
1282,3840,TV동물농장
1915,3840,TV동물농장
3590,4740,속풀이쇼동치미
1161,2640,장미꽃필무렵
2640,2640,장미꽃필무렵
2640,2640,장미꽃필무렵
1570,2640,장미꽃필무렵
1568,5640,나혼자산다
451,5640,나혼자산다
102,5640,나혼자산다
699,5640,나혼자산다
153,5820,전지적참견시점
4080,4080,국민사형투표
4080,4080,국민사형투표
4080,4080,국민사형투표
4080,4080,국민사형투표
3576,4380,국민사형투표
1824,4380,국민사형투표
4380,4380,국민사형투표
4380,4380,국민사형투표
4380,4380,국민사형투표
2568,4380,국민사형투표
1237,4380,국민사형투표
691,4380,국민사형투표
1679,3600,인수대비
882,1680,금이야옥이야
702,4020,킹더랜드
4020,4020,킹더랜드
1980,1980,우아한제국
1740,1740,하늘의인연
1740,1740,하늘의인연
3060,3060,최강배달꾼
3060,3060,최강배달꾼
389,3060,최강배달꾼
2444,3060,최강배달꾼
3060,3060,최강배달꾼
2219,3060,최강배달꾼
350,3060,최강배달꾼
1297,3060,최강배달꾼
3060,3060,최강배달꾼
3481,3840,내딸금사월
1022,3840,천원짜리변호사
3840,3840,천원짜리변호사
289,3840,천원짜리변호사
2130,3840,천원짜리변호사
384,3840,천원짜리변호사
278,3840,천원짜리변호사
350,3840,천원짜리변호사
428,3840,천원짜리변호사
1104,3840,천원짜리변호사
404,3840,천원짜리변호사
1649,3840,천원짜리변호사
756,4020,신성한이혼
3900,3900,악귀
3900,3900,악귀
3900,3900,악귀
73,3900,악귀
1740,1740,하늘의인연
1740,1740,하늘의인연
1727,1740,하늘의인연
1867,3960,인수대비
829,3960,인수대비
3654,3900,뿌리깊은나무
2836,3540,스토브리그
1573,4140,천원짜리변호사스페셜
1279,1680,내눈에콩깍지
3900,3900,기적의형제
3840,3840,내딸금사월
1363,1680,금이야옥이야
4140,4140,진짜가나타났다!
4140,4140,진짜가나타났다!
4140,4140,진짜가나타났다!
2487,3600,사임당빛의일기
450,3600,사임당빛의일기
625,3600,사임당빛의일기
615,3600,사임당빛의일기
319,3600,사임당빛의일기
2171,3780,뿌리깊은나무
772,3780,뿌리깊은나무
906,3780,뿌리깊은나무
4020,4020,천원짜리변호사
2810,4020,천원짜리변호사
235,4020,천원짜리변호사
255,4020,천원짜리변호사
2855,4020,천원짜리변호사
506,4020,천원짜리변호사
1281,3720,야인시대
240,3540,광개토태왕
4260,4260,낭만닥터김사부2
1980,1980,비밀의여자
1980,1980,비밀의여자
1079,1980,비밀의여자
1905,3720,야인시대
2326,3780,왔다장보리
1855,3720,소방서옆경찰서
1881,3720,소방서옆경찰서
4080,4080,소방서옆경찰서그리고국과수
4066,4080,소방서옆경찰서그리고국과수
201,4080,소방서옆경찰서그리고국과수
4047,4080,소방서옆경찰서그리고국과수
445,4080,소방서옆경찰서그리고국과수
4080,4080,소방서옆경찰서그리고국과수
4080,4080,소방서옆경찰서그리고국과수
951,4080,소방서옆경찰서그리고국과수
3333,3780,내딸금사월
2927,3780,야인시대
890,4140,신성한이혼
2754,3120,최강배달꾼
3120,3120,최강배달꾼
3120,3120,최강배달꾼
3120,3120,최강배달꾼
2756,3120,최강배달꾼
1139,3120,최강배달꾼
79,3120,최강배달꾼
516,3120,최강배달꾼
1354,3780,장영실
115,1680,금이야옥이야
76,1680,금이야옥이야
3569,3660,소방서옆경찰서
3840,3840,닥터프리즈너
841,3840,닥터프리즈너
1706,3840,소방서옆경찰서
3480,3480,김과장
4140,4140,하나뿐인내편
1680,1680,하늘의인연
1680,1680,하늘의인연
1680,1680,하늘의인연
4260,4260,한번다녀왔습니다
764,3900,내딸금사월
3900,3900,내딸금사월
125,3900,내딸금사월
3900,3900,내딸금사월
3840,3840,내딸금사월
3131,3840,내딸금사월
725,3720,인수대비
2157,3720,인수대비
447,1680,내눈에콩깍지
926,4260,낭만닥터김사부3
2015,4260,낭만닥터김사부3
603,4260,낭만닥터김사부3
1726,4260,낭만닥터김사부3
1672,1680,금이야옥이야
3540,3540,편의점샛별이
2363,4140,한번다녀왔습니다
66,4140,한번다녀왔습니다
4440,4440,킹더랜드
217,1920,비밀의여자
2691,3840,왔다장보리
4260,4260,한번다녀왔습니다
145,4140,소방서옆경찰서
4140,4140,소방서옆경찰서
1242,1980,비밀의여자
3720,3720,야인시대
1520,3540,소방서옆경찰서그리고국과수
2387,3540,소방서옆경찰서그리고국과수
540,3540,소방서옆경찰서그리고국과수
1386,3540,소방서옆경찰서그리고국과수
2329,3540,소방서옆경찰서그리고국과수
671,3540,소방서옆경찰서그리고국과수
1716,3540,소방서옆경찰서그리고국과수
1541,3540,소방서옆경찰서그리고국과수
220,3540,소방서옆경찰서그리고국과수
261,3540,소방서옆경찰서그리고국과수
3513,3540,소방서옆경찰서그리고국과수
3508,3540,소방서옆경찰서그리고국과수
404,3540,소방서옆경찰서그리고국과수
1951,3540,소방서옆경찰서그리고국과수
2086,3540,소방서옆경찰서그리고국과수
597,3540,소방서옆경찰서그리고국과수
3540,3540,소방서옆경찰서그리고국과수
3480,3480,천원짜리변호사
569,3480,천원짜리변호사
755,3480,천원짜리변호사
3480,3480,천원짜리변호사
1398,3480,천원짜리변호사
320,1680,금이야옥이야
3600,3600,연인파트1
2844,3600,연인파트1
1956,3600,연인파트1
198,3600,연인파트1
172,3600,연인파트1
3600,3600,연인파트1
3600,3600,연인파트1
1559,3600,연인파트1
2155,3600,연인파트1
3600,3600,연인파트1
2093,3600,연인파트1
3600,3600,연인파트1
874,3600,연인파트1
1551,3600,연인파트1
3600,3600,연인파트1
3480,3600,연인파트1
3600,3600,연인파트1
3600,3600,연인파트1
3120,3120,최강배달꾼
3120,3120,최강배달꾼
3119,3120,최강배달꾼
3120,3120,최강배달꾼
90,3120,최강배달꾼
2398,3120,최강배달꾼
2391,3120,최강배달꾼
2604,3600,야인시대
1091,3660,야인시대
2468,4140,한번다녀왔습니다
4260,4260,한번다녀왔습니다
1138,3720,"어쩌다마주친,그대"
3720,3720,편의점샛별이
3720,3720,"어쩌다마주친,그대"
340,3660,야인시대
118,3660,야인시대
1860,1860,우아한제국
1680,1680,금이야옥이야
1671,3900,모범택시2
64,1680,금이야옥이야
500,3600,야인시대
4080,4080,킹더랜드
4080,4080,킹더랜드
735,3960,뿌리깊은나무
2661,3960,뿌리깊은나무
4260,4260,한번다녀왔습니다
4440,4440,연인파트1
3127,4440,연인파트1
4440,4440,연인파트1
3800,4440,연인파트1
792,4440,연인파트1
4440,4440,연인파트1
4440,4440,연인파트1
2516,4440,연인파트1
4069,4440,연인파트1
4440,4440,연인파트1
3225,4440,연인파트1
1837,4440,연인파트1
2764,4440,연인파트1
3740,4440,연인파트1
3840,3840,아씨두리안
4198,4200,하나뿐인내편
3191,3960,내딸금사월
2565,4200,인수대비
68,4200,인수대비
4200,4200,국민사형투표
4200,4200,국민사형투표
4200,4200,국민사형투표
4200,4200,국민사형투표
2735,3900,소방서옆경찰서
1817,3900,소방서옆경찰서
1680,1680,내눈에콩깍지
4200,4200,아씨두리안
1460,4200,아씨두리안
3540,3540,편의점샛별이
839,3540,편의점샛별이
1226,3540,낭만닥터김사부
1680,1680,하늘의인연
1680,1680,하늘의인연
1680,1680,하늘의인연
4139,4140,하나뿐인내편
3900,3900,편의점샛별이
3240,3240,최강배달꾼
3240,3240,최강배달꾼
3240,3240,최강배달꾼
3240,3240,최강배달꾼
4140,4140,하나뿐인내편
270,4440,가면의여왕
104,4440,가면의여왕
217,4440,가면의여왕
4433,4440,가면의여왕
107,4440,가면의여왕
1680,1680,금이야옥이야
2031,3600,낭만닥터김사부번외편
260,1620,내눈에콩깍지
1076,3960,뿌리깊은나무
1598,3960,뿌리깊은나무
60,3960,뿌리깊은나무
590,3960,뿌리깊은나무
637,3960,뿌리깊은나무
156,3960,뿌리깊은나무
3900,3900,악귀
1691,3900,악귀
1178,3900,악귀
230,3900,악귀
3900,3900,악귀
3900,3900,악귀
3540,3540,최강배달꾼
3540,3540,최강배달꾼
2804,3540,최강배달꾼
3540,3540,최강배달꾼
546,3540,최강배달꾼
3540,3540,최강배달꾼
3540,3540,최강배달꾼
3226,3540,최강배달꾼
3540,3540,최강배달꾼
3540,3540,최강배달꾼
3673,3840,왔다장보리
1920,1920,우아한제국
2624,3720,인수대비
2613,3780,뿌리깊은나무
1277,3780,뿌리깊은나무
4200,4200,소방서옆경찰서그리고국과수
4200,4200,소방서옆경찰서그리고국과수
903,4200,소방서옆경찰서그리고국과수
840,4200,소방서옆경찰서그리고국과수
4200,4200,소방서옆경찰서그리고국과수
4200,4200,소방서옆경찰서그리고국과수
2403,4200,소방서옆경찰서그리고국과수
